SMILES of Virtual Hit Molecule;Enamine ID;Rank
O=C(NC1c2c(nccc2)CCC1)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3874304573;85
Clc1cc2C(=O)C=C(c3onc(C4CN(CC5CCCCC5)C(=O)CC4)n3)Oc2cc1;Z2651716807;86
Clc1cc2C(=O)C=C(C(=O)N3C4C(c5nc[nH]c5CC4)CCC3)Oc2cc1;Z3584505543;86
O=C(N1CCC(O)(Cc2ncccc2)CC1)C1=C(C)C(=O)c2c(O1)cccc2;Z3203278881;86
Fc1cc2OC(C(=O)NCC(C(=O)OC)Cc3ccc(OCC)cc3)=CC(=O)c2cc1;Z2068222601;86
Fc1cc2C(=O)C=C(C(=O)N3CCC4(OC(C)(C)C(=O)N4)CC3)Oc2cc1;Z3756725591;86
O=C(N1CCC(C(=O)OCC)(COC)CC1)c1cc2OC=CC(=O)c2cc1;Z1994687112;86
Brc1cc2OC(C(=O)N3[C@H](CN)C[C@@H](OC)C3)=CC(=O)c2cc1;Z3829392819;86
O=C(N1CC(Cc2ccccc2)C(=O)CC1)C1=C(C)C(=O)c2c(O1)cccc2;Z3634016080;86
O=C(N(Cc1occc1)CC1OCCC1)C=1Oc2c(c(OC)ccc2)C(=O)C=1;Z3990785494;86
Fc1cc2C(=O)C=C(C(=O)N3C4C5(C(C)(C)C(C4)CC5)CC3)Oc2cc1;s_11____14597902____55582;87
Fc1cc2OC(C(=O)N3C(C(C)C)C4(C3)CCCCC4)=CC(=O)c2cc1;Z2305337664;87
Fc1cc2OC(C(=O)N3C4C(c5ncn(C)c5CC4)CCC3)=CC(=O)c2cc1;Z3584463637;87
Fc1cc2C(=O)C=C(C(=O)N3CCC4(C(C(=O)N5CCCC5)C4)CC3)Oc2cc1;Z1580543516;87
Fc1cc2OC(C(=O)N3CC4(C(=O)N5CCCC5)C(C3)COCC4)=CC(=O)c2cc1;Z2585764304;87
Clc1cc2C(=O)C=C(C(=O)N3CC4(C(OC)C3)CC4)Oc2cc1;Z3091907433;87
Fc1cc2OC(C(=O)N3CC4(OCC3)c3c(cccc3)CC4)=CC(=O)c2cc1;Z2073288462;87
Fc1cc2OC(C(=O)Nc3c(C)cc(C(=O)N4CC(C)CCC4)cc3)=CC(=O)c2cc1;Z2068350326;87
O=C(N1C(C)CC(C)C(CN)C1)C1=C(C)C(=O)c2c(O1)cccc2;Z3113849061;87
O=C(N[C@@H]1CN(C2CCCC2)CCC1)Nc1cc2C(=O)C=COc2cc1;Z3599058812;87
O=C(NC(C(=O)N1CCCCC1)CC)Nc1cc2C(=O)C=COc2cc1;Z3842752532;87
Clc1cc2C(=O)C=C(C(=O)NCC3OC4(CC(C)OC4)CC3)Oc2cc1;Z2876871956;88
Clc1cc2OC(C(=O)NCC3OCC4(CC3)CCOCC4)=CC(=O)c2cc1;Z2849755328;88
Clc1cc2OC(C(=O)N3CC(CCC)N(CCOC)CC3)=CC(=O)c2cc1;Z2373059330;88
Fc1cc2C(=O)C=C(C(=O)OC(C(=O)N(CC)C3CCCCC3)C)Oc2cc1;Z24269656;88
FC(F)(F)C=1Oc2c(C(=O)C=1)cc(NC(=O)[C@H](NC(=O)C)CC1CCC1)cc2;Z3088532893;88
O=C(C(C)(C)C)N1CC(COc2cc3C(=O)C=C(C)Oc3cc2)CCC1;Z3340024312;88
Clc1cc2OC(C(=O)N3[C@@H](CO)CC4(OCCO4)C3)=CC(=O)c2cc1;Z3713330015;88
O=C(N1CCC2(C(C)(C)NC(=O)O2)CC1)C1=C(C)C(=O)c2c(O1)cccc2;Z3706245286;88
O=C(NCC(N(C(=O)C=1Oc2c(C(=O)C=1)cccc2)C)C)[C@@H]1C(C)(C)C1;m_275592____14114856____14135622____13186678;88
Fc1cc2OC(C(=O)NCC3OC4(COCCC4)CC3)=CC(=O)c2cc1;Z3592802650;89
Clc1cc2OC(C(=O)N3C4(C(=O)OCC4)CCC3)=CC(=O)c2cc1;Z2372324030;89
Fc1cc2C(=O)C=C(C(=O)OCC(=O)NC(c3ccc(F)cc3)C3CCCC3)Oc2cc1;Z792955188;89
Fc1cc2C(=O)C=C(C(=O)NC3C4OCC5C4CC3C5)Oc2cc1;Z2822106954;89
Clc1cc2OC(C(=O)N[C@@]34C5(OC[C@@H]3C4)CCC5)=CC(=O)c2cc1;Z2963780719;89
Clc1cc2OC(C(=O)NC34COC(C3)CC4)=CC(=O)c2cc1;Z3647341405;89
Fc1cc2C(=O)C=C(C(=O)NC[C@@]34C(F)(F)[C@@H]3CCCO4)Oc2cc1;Z2675300234;89
O=C(NCCN1C[C@@H](O)CC1)C1=C(C)C(=O)c2c(O1)cccc2;Z3203659069;89
Clc1cc2OC(C(=O)N3C(C4OCCO4)CCC(C)C3)=CC(=O)c2cc1;Z3595854349;89
Clc1cc2C(=O)C=C(C(=O)N3CCC(CCOC)(c4onc(C5CCCC5)n4)CC3)Oc2cc1;Z2654325209;89
O=C(Nc1cc2C(=O)C=COc2cc1)N1CC2(OCC3(C(=O)OC)C2C3)C1;Z3599057704;89
O=C(OC)C(N(C(=O)C1=C(C)C(=O)c2c(O1)cccc2)CC1CC1)(CC)C;Z3085981454;89
Fc1cc2OC(C(=O)N[C@H]3[C@H](OCc4ccccc4)CCCC3)=CC(=O)c2cc1;Z2335322410;89
Clc1cc2OC(C(=O)NCC(OCCO)C(C)(C)C)=CC(=O)c2cc1;Z3626406860;89
O=C(NCC1(C)CN(C(=O)C=2Oc3c(C(=O)C=2)cccc3)CC1)COC;m_275592____14114962____14135622____13186224;89
O=C(NC(CN1CCC(C)CC1)C)c1cc2OC=CC(=O)c2cc1;Z2646234740;89
O=C(N(CCCC)CC)COc1cc2OC=C(c3ccc(OC)cc3)C(=O)c2cc1;Z1607287784;89
O=C(NCCN(C(=O)C=1Oc2c(C(=O)C=1)cccc2)C)[C@H]1OC(=O)CC1;m_275592____14114776____14135622____15862656;89
O=C(OCCC)C[C@@H](CNC(=O)c1cc2OC=CC(=O)c2cc1)CC(C)C;Z2484246493;89
Fc1cc2C(=O)C=C(C(=O)NC3(CNC(=O)OC(C)(C)C)C(C)CCCC3)Oc2cc1;Z1264556598;90
O=C(OC)[C@H]1N(C(=O)C2=C(C)C(=O)c3c(O2)cccc3)C[C@H](OCC)C1;Z3715833003;90
Clc1cc2C(=O)C=C(C(=O)OC3C(=O)N(c4c(OC)cccc4)CCC3)Oc2cc1;Z1223768991;90
O=C(NCC(O)C1OCCC1)Nc1cc2C(=O)C=COc2cc1;s_2430____13770670____12217594;90
Brc1cc2OC(C(=O)N3C(CCN)C(C)CCC3)=CC(=O)c2cc1;Z3829069805;90
