SMILES of Virtual Hit Molecule;Enamine ID;Rank
Clc1cc2C(=O)C=C(C(=O)N3CCC(C(O)c4ccc(OCC)cc4)CC3)Oc2cc1;Z2187728254;19
O=C(OC)C1(NC(=O)C=2Oc3c(C(=O)C=2)cccc3)CC(C(=O)OC)C1;s_22____14725400____59029;19
O=C(N(C)C)[C@H]1O[C@@H](C2CCN(C(=O)c3cc4OC=CC(=O)c4cc3)CC2)CC1;Z3055738245;19
Brc1cc2C(=O)C=C(C(=O)N3CC(CO)(CC)CCC3)Oc2cc1;Z2357955104;19
Clc1cc2OC(C(=O)N3[C@H]4[C@@H]5OC(C)(C)O[C@@H]5[C@@H](C3)C4)=CC(=O)c2cc1;Z4024011828;19
O=C(OCC)C12C(C)OC(CNC(=O)C3=C(C)C(=O)c4c(O3)cccc4)(C1)C2;Z3625462204;19
Clc1cc2OC(C(=O)N3CCC(C(=O)OC)(C(F)F)CC3)=CC(=O)c2cc1;Z3706733155;19
Clc1cc2C(=O)C=C(C(=O)N3C4C(C(N)C3)COC4)Oc2cc1;Z3522538200;19
O=C(Nc1cc2C(=O)C=COc2cc1)N1CC2(OCC1)CC(C)(C)OC2;Z3599057312;19
O=C(NC1C(C(=O)OCc2ccccc2)C2CC1CC2)c1cc2OC=CC(=O)c2cc1;Z1994433860;19
O=C(NCC1C2(C(OC(C)(C)C)C1)CCC2)C1=C(C)C(=O)c2c(O1)cccc2;Z3911978647;19
O=C(NC[C@]1(CO)[C@@H](c2ccccc2)CC1)C1=C(C)C(=O)c2c(O1)cccc2;Z4114195900;19
Fc1cc2OC(C(=O)NCC(C(=O)OC)Cc3ccc(OCC)cc3)=CC(=O)c2cc1;Z2068222601;19
